ID;ID_EQUIPO;COSTO;FECHA_INGRESO;FECHA_INICIO_OP;PRECIO_DEPRECIACION;AÑOS_USO;VIDA_UTIL;OBSOLESCENCIA_PCT;NIVEL_OBSOLESCENCIA;MTO_CORRECTIVO
BIO_843;232;210000;15/09/2015;11/11/2015;10000;10.1;5;93.8;Proximo a obsoleto;3
BIO_844;232;391000;19/09/2023;21/10/2023;230000;2.2;5;38.8;En uso normal;1
BIO_845;233;240000;02/01/2015;24/02/2015;12000;10.8;5;75.0;Proximo a obsoleto;0
BIO_846;231;332000;11/01/2020;21/02/2020;17000;5.8;5;87.5;Proximo a obsoleto;2
BIO_847;233;345000;02/08/2021;25/09/2021;66000;4.2;5;70.0;Envejeciendo;1
BIO_848;234;278000;15/07/2014;30/08/2014;14000;11.3;5;100.0;Obsoleto;4
BIO_849;232;234000;06/09/2016;20/10/2016;12000;9.2;5;87.5;Proximo a obsoleto;2
BIO_850;232;237000;25/05/2016;23/07/2016;12000;9.4;5;93.7;Proximo a obsoleto;3
BIO_851;245;1263000;15/11/2017;17/12/2017;303000;8.0;10;60.0;Envejeciendo;0
BIO_852;245;1131000;06/10/2015;23/11/2015;57000;10.1;10;93.7;Proximo a obsoleto;3
BIO_853;245;1689000;19/08/2022;28/09/2022;1168000;3.2;10;30.6;En uso normal;1
BIO_857;238;8587000;06/06/2024;12/07/2024;7429000;1.4;7;33.0;En uso normal;3
BIO_858;238;5330000;24/03/2014;18/05/2014;266000;11.6;7;81.2;Proximo a obsoleto;1
BIO_859;238;7383000;28/08/2021;30/09/2021;4402000;4.2;7;49.1;En uso normal;1
BIO_860;238;5397000;05/08/2014;20/09/2014;270000;11.2;7;75.0;Proximo a obsoleto;0
BIO_861;239;7405000;06/02/2020;11/03/2020;3360000;5.8;7;76.7;Proximo a obsoleto;3
BIO_862;239;7195000;10/06/2022;21/07/2022;4857000;3.4;7;59.4;Envejeciendo;4
BIO_863;239;6486000;16/11/2016;09/01/2017;990000;8.9;7;92.1;Proximo a obsoleto;3
BIO_864;239;5875000;21/08/2014;20/09/2014;294000;11.2;7;100.0;Obsoleto;4
BIO_865;239;4608000;23/04/2013;31/05/2013;230000;12.6;7;81.2;Proximo a obsoleto;1
BIO_866;237;4977000;11/05/2014;10/07/2014;249000;11.4;7;93.7;Proximo a obsoleto;3
BIO_867;239;7031000;05/06/2019;25/07/2019;2743000;6.4;7;89.6;Proximo a obsoleto;4
BIO_868;239;8407000;27/04/2022;09/06/2022;5612000;3.5;7;54.0;Envejeciendo;3
BIO_869;239;6076000;04/06/2016;12/07/2016;639000;9.4;7;74.1;Envejeciendo;0
BIO_870;239;5963000;10/10/2014;25/11/2014;298000;11.1;7;81.2;Proximo a obsoleto;1
BIO_871;236;5690000;26/06/2016;12/08/2016;647000;9.3;7;86.5;Proximo a obsoleto;2
BIO_872;239;4809000;26/06/2014;04/08/2014;240000;11.3;7;93.8;Proximo a obsoleto;3
BIO_873;239;5769000;09/05/2018;09/06/2018;1659000;7.5;7;77.5;Proximo a obsoleto;1
BIO_874;239;7709000;30/09/2022;02/11/2022;5453000;3.1;7;49.8;En uso normal;3
BIO_875;244;5123000;27/03/2014;05/05/2014;256000;11.6;7;81.2;Proximo a obsoleto;1
BIO_876;239;5542000;14/04/2013;05/06/2013;277000;12.5;7;81.2;Proximo a obsoleto;1
BIO_877;239;4645000;03/04/2013;08/05/2013;232000;12.6;7;93.8;Proximo a obsoleto;3
BIO_878;236;9364000;24/09/2024;09/11/2024;8403000;1.1;7;23.4;Vigente;2
BIO_879;240;7714000;05/05/2021;08/06/2021;4416000;4.5;7;57.8;Envejeciendo;2
BIO_880;240;5963000;26/08/2015;19/10/2015;298000;10.2;7;75.0;Proximo a obsoleto;0
BIO_881;243;9843000;19/08/2022;26/09/2022;6804000;3.2;7;57.7;Envejeciendo;4
BIO_882;248;6210000;25/11/2018;16/01/2019;2128000;6.9;7;94.7;Proximo a obsoleto;4
BIO_883;239;4936000;24/09/2014;08/11/2014;247000;11.1;7;93.7;Proximo a obsoleto;3
BIO_884;236;8369000;29/01/2021;01/03/2021;4592000;4.8;7;66.6;Envejeciendo;3
BIO_885;247;6087000;29/09/2016;09/11/2016;836000;9.1;7;79.9;Proximo a obsoleto;1
BIO_886;247;6249000;23/04/2015;20/06/2015;312000;10.5;7;100.0;Obsoleto;4
BIO_887;247;5699000;03/08/2015;09/09/2015;285000;10.2;7;100.0;Obsoleto;4
BIO_888;247;4707000;27/12/2013;22/02/2014;235000;11.8;7;75.0;Proximo a obsoleto;0
BIO_889;243;5379000;12/01/2014;26/02/2014;269000;11.8;7;87.5;Proximo a obsoleto;2
BIO_890;239;6284000;14/05/2016;18/06/2016;613000;9.5;7;74.2;Envejeciendo;0
BIO_891;239;8725000;29/05/2022;05/07/2022;5890000;3.4;7;46.9;En uso normal;2
BIO_892;239;8520000;03/05/2022;01/07/2022;5752000;3.4;7;46.9;En uso normal;2
BIO_893;239;5575000;01/10/2014;18/11/2014;279000;11.1;7;87.5;Proximo a obsoleto;2
BIO_894;239;10060000;05/04/2024;26/05/2024;8550000;1.6;7;15.9;Vigente;0
BIO_895;239;7202000;03/01/2018;27/02/2018;1845000;7.8;7;96.7;Proximo a obsoleto;4
BIO_896;236;8125000;29/12/2021;30/01/2022;5099000;3.9;7;58.2;Envejeciendo;3
BIO_897;242;6782000;02/05/2019;25/06/2019;2594000;6.5;7;78.0;Proximo a obsoleto;2
BIO_898;238;5197000;09/12/2014;25/01/2015;260000;10.9;7;93.7;Proximo a obsoleto;3
BIO_899;238;8470000;11/04/2021;17/05/2021;4785000;4.6;7;58.7;Envejeciendo;2
BIO_900;238;6425000;26/10/2019;18/12/2019;2763000;6.0;7;85.4;Proximo a obsoleto;4
BIO_901;238;8935000;29/05/2023;09/07/2023;6881000;2.4;7;49.3;En uso normal;4
BIO_902;236;5925000;20/05/2017;12/07/2017;1186000;8.4;7;97.6;Proximo a obsoleto;4
BIO_903;243;6500000;02/07/2018;05/08/2018;1974000;7.3;7;71.0;Envejeciendo;0
BIO_904;243;5342000;15/07/2013;21/08/2013;267000;12.3;7;100.0;Obsoleto;4
BIO_905;243;4920000;20/03/2013;19/05/2013;246000;12.6;7;87.5;Proximo a obsoleto;2
BIO_906;241;7753000;10/06/2021;06/08/2021;4564000;4.3;7;56.1;Envejeciendo;2
BIO_907;238;5452000;08/08/2017;23/09/2017;1179000;8.2;7;78.6;Proximo a obsoleto;1
BIO_908;251;1271000;14/01/2024;14/03/2024;848000;1.8;5;26.3;En uso normal;0
BIO_909;251;943000;12/04/2019;14/05/2019;47000;6.6;5;75.0;Proximo a obsoleto;0
BIO_910;251;1407000;28/08/2024;10/10/2024;1094000;1.2;5;30.0;En uso normal;2
BIO_911;251;653000;27/11/2014;14/01/2015;33000;10.9;5;75.0;Proximo a obsoleto;0
BIO_912;249;722000;30/12/2015;18/02/2016;36000;9.8;5;93.8;Proximo a obsoleto;3
BIO_913;250;683000;26/05/2014;08/07/2014;34000;11.4;5;81.2;Proximo a obsoleto;1
BIO_914;253;1009000;18/07/2019;25/08/2019;50000;6.3;5;87.5;Proximo a obsoleto;2
BIO_915;253;943000;26/04/2020;05/06/2020;47000;5.5;5;93.8;Proximo a obsoleto;3
BIO_916;252;864000;29/03/2018;30/04/2018;43000;7.7;5;81.2;Proximo a obsoleto;1
BIO_917;251;744000;12/06/2015;16/07/2015;37000;10.4;5;75.0;Proximo a obsoleto;0
BIO_918;254;4787000;31/01/2023;16/03/2023;3536000;2.8;10;33.1;En uso normal;2
BIO_919;254;2853000;17/09/2015;03/11/2015;143000;10.1;10;87.5;Proximo a obsoleto;2
BIO_920;254;3376000;28/08/2017;11/10/2017;756000;8.2;10;73.8;Envejeciendo;2
BIO_921;254;3827000;11/12/2018;06/02/2019;1344000;6.8;10;51.2;Envejeciendo;0
BIO_922;255;1540000;15/07/2016;08/09/2016;187000;9.2;10;81.9;Proximo a obsoleto;2
BIO_923;256;5362000;28/10/2017;23/12/2017;1287000;8.0;10;72.5;Envejeciendo;2
BIO_924;256;4536000;18/01/2015;11/03/2015;227000;10.8;10;81.2;Proximo a obsoleto;1
BIO_925;257;12418000;21/11/2021;06/01/2022;7794000;3.9;10;29.4;En uso normal;0
BIO_926;258;9285000;02/11/2018;28/12/2018;3110000;7.0;10;58.8;Envejeciendo;1
BIO_927;259;18704000;26/01/2022;24/03/2022;12041000;3.8;10;46.9;En uso normal;3
BIO_928;260;20334000;09/08/2018;11/09/2018;6329000;7.2;10;73.1;Envejeciendo;3
BIO_929;261;10589000;20/02/2016;24/03/2016;781000;9.8;10;73.1;Envejeciendo;0
BIO_930;263;9923000;26/12/2017;29/01/2018;2457000;7.9;10;65.6;Envejeciendo;1
BIO_931;262;12034000;08/05/2021;28/06/2021;6889000;4.5;10;33.8;En uso normal;0
BIO_932;265;40147000;22/10/2018;20/12/2018;13449000;7.0;10;52.5;Envejeciendo;0
BIO_933;266;22216000;13/06/2014;19/07/2014;1111000;11.4;10;93.7;Proximo a obsoleto;3
BIO_934;265;24145000;22/11/2015;24/12/2015;1207000;10.0;10;87.5;Proximo a obsoleto;2
BIO_935;266;24539000;16/12/2013;14/02/2014;1227000;11.8;10;93.7;Proximo a obsoleto;3
BIO_936;264;18969000;08/10/2016;06/12/2016;2751000;9.0;10;92.5;Proximo a obsoleto;4
BIO_937;267;34696000;10/11/2021;25/12/2021;21512000;4.0;10;30.0;En uso normal;0
BIO_938;267;42319000;28/07/2022;01/09/2022;29253000;3.2;10;36.9;En uso normal;2
BIO_939;269;332000;14/03/2017;21/04/2017;59000;8.7;10;77.5;Proximo a obsoleto;2
BIO_940;270;482000;02/05/2016;02/06/2016;47000;9.5;10;96.2;Proximo a obsoleto;4
BIO_941;272;509000;07/07/2018;26/08/2018;155000;7.3;10;67.5;Envejeciendo;2
BIO_942;271;766000;30/03/2022;27/05/2022;505000;3.6;10;51.9;Envejeciendo;4
BIO_943;271;472000;15/05/2014;16/06/2014;24000;11.5;10;87.5;Proximo a obsoleto;2
BIO_944;271;501000;30/01/2016;13/03/2016;37000;9.8;10;79.4;Proximo a obsoleto;1
BIO_945;268;562000;17/10/2024;23/11/2024;504000;1.1;10;33.1;En uso normal;4
BIO_946;273;27830000;31/07/2021;24/09/2021;16594000;4.2;10;44.4;En uso normal;2
BIO_947;273;30024000;15/11/2023;26/12/2023;24319000;2.0;10;40.0;En uso normal;4
BIO_948;274;2244000;19/03/2020;30/04/2020;517000;5.7;7;73.2;Envejeciendo;2
BIO_949;276;1810000;02/08/2013;11/09/2013;90000;12.2;7;100.0;Obsoleto;4
BIO_950;277;1852000;29/08/2013;26/10/2013;93000;12.2;7;87.5;Proximo a obsoleto;2
BIO_951;277;3191000;01/08/2023;16/09/2023;2217000;2.2;7;36.6;En uso normal;2
BIO_952;280;2500000;22/03/2018;26/04/2018;125000;7.7;7;75.0;Proximo a obsoleto;0
BIO_953;279;2188000;30/05/2018;07/07/2018;109000;7.4;7;100.0;Obsoleto;4
BIO_954;280;2148000;04/04/2014;28/05/2014;107000;11.6;7;81.2;Proximo a obsoleto;1
BIO_955;277;2877000;17/09/2021;28/10/2021;1249000;4.2;7;50.9;Envejeciendo;1
BIO_956;277;2649000;22/04/2018;09/06/2018;132000;7.5;7;87.5;Proximo a obsoleto;2
BIO_957;277;2976000;18/01/2021;18/03/2021;1058000;4.8;7;75.9;Proximo a obsoleto;4
BIO_958;276;2832000;20/11/2020;19/01/2021;941000;4.9;7;77.7;Proximo a obsoleto;4
BIO_959;276;2263000;10/03/2016;27/04/2016;113000;9.7;7;81.2;Proximo a obsoleto;1
BIO_960;275;3107000;16/01/2024;03/03/2024;2369000;1.8;7;31.3;En uso normal;2
BIO_961;280;3627000;01/01/2024;01/02/2024;2726000;1.8;7;19.6;Vigente;0
BIO_962;278;2690000;21/03/2018;09/05/2018;134000;7.6;7;81.2;Proximo a obsoleto;1
BIO_963;281;101965000;22/10/2024;06/12/2024;92278000;1.0;10;7.5;Vigente;0
BIO_964;282;1756000;09/07/2017;02/09/2017;380000;8.2;10;68.1;Envejeciendo;1
BIO_965;283;6240000;24/12/2016;21/02/2017;1006000;8.8;10;78.7;Proximo a obsoleto;2
BIO_966;284;205000;29/06/2013;02/08/2013;10000;12.3;10;100.0;Obsoleto;4
BIO_967;286;3338000;06/03/2016;29/04/2016;272000;9.7;10;72.5;Envejeciendo;0
BIO_968;286;5403000;09/03/2021;08/05/2021;3052000;4.6;10;34.4;En uso normal;0
BIO_969;286;4707000;15/11/2021;02/01/2022;2954000;3.9;10;29.4;En uso normal;0
BIO_970;286;3722000;09/10/2019;18/11/2019;1572000;6.1;10;51.9;Envejeciendo;1
BIO_971;286;5057000;19/10/2022;13/12/2022;3616000;3.0;10;41.2;En uso normal;3
BIO_972;287;3370000;13/02/2020;19/03/2020;1529000;5.8;10;68.1;Envejeciendo;4
BIO_973;287;4032000;02/01/2021;08/02/2021;2182000;4.8;10;61.2;Envejeciendo;4
BIO_974;285;3581000;27/06/2021;05/08/2021;2108000;4.3;10;45.0;En uso normal;2
BIO_975;289;133103000;26/12/2016;17/02/2017;21450000;8.8;10;66.2;Envejeciendo;0
BIO_976;290;80488000;23/09/2013;28/10/2013;4024000;12.2;10;100.0;Obsoleto;4
BIO_977;292;115378000;15/12/2017;03/02/2018;29554000;7.8;10;83.7;Proximo a obsoleto;4
BIO_978;292;145096000;17/02/2024;22/03/2024;120974000;1.8;10;25.6;En uso normal;2
BIO_979;292;110814000;04/05/2018;14/06/2018;31859000;7.5;10;68.8;Envejeciendo;2
BIO_980;291;106625000;28/12/2014;22/02/2015;5331000;10.8;10;87.5;Proximo a obsoleto;2
BIO_981;293;110860000;04/04/2013;12/05/2013;5543000;12.6;10;81.2;Proximo a obsoleto;1
BIO_982;293;114325000;10/07/2014;20/08/2014;5716000;11.3;10;87.5;Proximo a obsoleto;2
BIO_983;294;39125000;11/01/2013;11/02/2013;1956000;12.8;10;93.8;Proximo a obsoleto;3
BIO_984;294;71371000;31/05/2022;05/07/2022;48183000;3.4;10;44.4;En uso normal;3
BIO_985;295;106181000;30/06/2021;10/08/2021;62503000;4.3;10;57.5;Envejeciendo;4
BIO_986;295;67936000;11/04/2015;06/06/2015;3397000;10.5;10;93.7;Proximo a obsoleto;3
BIO_987;295;88913000;25/08/2016;08/10/2016;11456000;9.2;10;68.8;Envejeciendo;0
BIO_988;295;101162000;13/08/2019;12/09/2019;41097000;6.2;10;59.4;Envejeciendo;2
BIO_989;295;73551000;08/05/2015;09/06/2015;3678000;10.5;10;87.5;Proximo a obsoleto;2
BIO_990;295;106440000;03/06/2021;08/07/2021;61746000;4.4;10;33.1;En uso normal;0
BIO_991;295;76123000;02/02/2015;14/03/2015;3806000;10.8;10;100.0;Obsoleto;4
BIO_992;295;55753000;11/09/2013;24/10/2013;2788000;12.2;10;81.2;Proximo a obsoleto;1
BIO_993;295;77798000;10/07/2016;10/08/2016;8842000;9.3;10;70.0;Envejeciendo;0
BIO_994;295;79539000;11/08/2017;16/09/2017;17200000;8.2;10;80.6;Proximo a obsoleto;3
BIO_995;295;82031000;14/12/2018;03/02/2019;28805000;6.8;10;63.7;Envejeciendo;2
BIO_996;295;87172000;30/04/2018;02/06/2018;25062000;7.5;10;56.2;Envejeciendo;0
BIO_997;295;144692000;05/01/2024;08/02/2024;119537000;1.8;10;13.7;Vigente;0
BIO_998;295;70055000;01/02/2013;16/03/2013;3503000;12.8;10;75.0;Proximo a obsoleto;0
BIO_999;295;113886000;10/10/2023;15/11/2023;91382000;2.1;10;15.6;Vigente;0
BIO_1000;288;243432000;23/08/2017;27/09/2017;84440000;8.2;12;64.1;Envejeciendo;2
BIO_1001;300;47205000;16/08/2023;12/10/2023;33303000;2.2;7;23.2;Vigente;0
BIO_1002;298;54779000;01/12/2021;15/01/2022;25637000;3.9;7;60.7;Envejeciendo;3
BIO_1003;298;43030000;11/12/2018;12/01/2019;2619000;6.9;7;99.1;Proximo a obsoleto;4
BIO_1004;296;28378000;23/02/2017;05/04/2017;1419000;8.7;7;93.7;Proximo a obsoleto;3
BIO_1005;297;31599000;09/03/2017;22/04/2017;1580000;8.7;7;75.0;Proximo a obsoleto;0
BIO_1006;299;41310000;12/11/2022;26/12/2022;24491000;3.0;7;44.6;En uso normal;2
BIO_1007;301;16015000;10/01/2019;27/02/2019;5624000;6.8;10;51.2;Envejeciendo;0
BIO_1008;308;22391000;04/03/2015;05/04/2015;1120000;10.7;10;87.5;Proximo a obsoleto;2
BIO_1009;302;28941000;15/04/2022;08/06/2022;20922000;3.5;12;46.9;En uso normal;4
BIO_1010;307;64138000;15/05/2014;10/07/2014;6152000;11.4;12;90.1;Proximo a obsoleto;3
BIO_1011;305;118055000;23/05/2022;22/07/2022;86092000;3.4;12;46.4;En uso normal;4
BIO_1012;306;85932000;15/04/2018;30/05/2018;34366000;7.6;12;59.9;Envejeciendo;2
BIO_1013;304;140977000;09/11/2021;06/01/2022;97227000;3.9;12;24.5;Vigente;0
BIO_1014;303;136060000;04/08/2024;28/09/2024;122596000;1.2;12;32.8;En uso normal;4
BIO_1015;303;97070000;13/09/2015;12/11/2015;19608000;10.1;12;81.8;Proximo a obsoleto;3
BIO_1016;309;19120000;01/10/2016;06/11/2016;2627000;9.1;10;74.4;Envejeciendo;1
BIO_1017;321;599000;16/12/2013;28/01/2014;30000;11.9;10;75.0;Proximo a obsoleto;0
BIO_1018;322;1026000;07/10/2022;12/11/2022;726000;3.1;10;29.4;En uso normal;1
BIO_1019;312;824000;14/10/2018;23/11/2018;270000;7.1;10;53.1;Envejeciendo;0
BIO_1020;311;1041000;15/09/2021;01/11/2021;638000;4.1;10;49.4;En uso normal;3
BIO_1021;310;990000;25/04/2020;21/06/2020;473000;5.5;10;53.7;Envejeciendo;2
BIO_1022;314;1080000;12/04/2023;10/06/2023;824000;2.5;10;18.7;Vigente;0
BIO_1023;313;1197000;20/09/2024;14/11/2024;1074000;1.1;10;26.9;En uso normal;3
BIO_1024;313;1251000;19/04/2022;23/05/2022;826000;3.6;10;33.1;En uso normal;1
BIO_1025;315;808000;01/04/2015;30/05/2015;40000;10.6;10;75.0;Proximo a obsoleto;0
BIO_1026;316;735000;08/04/2015;02/06/2015;37000;10.5;10;87.5;Proximo a obsoleto;2
BIO_1027;316;953000;17/09/2020;14/11/2020;493000;5.1;10;56.9;Envejeciendo;3
BIO_1028;318;1017000;04/08/2021;23/09/2021;606000;4.2;10;50.6;Envejeciendo;3
BIO_1029;317;1187000;12/08/2023;12/09/2023;933000;2.2;10;23.1;Vigente;1
BIO_1030;317;980000;15/01/2022;18/02/2022;623000;3.8;10;53.8;Envejeciendo;4
BIO_1031;317;1046000;04/01/2022;04/02/2022;665000;3.8;10;47.5;En uso normal;3
BIO_1032;319;733000;01/05/2018;01/06/2018;211000;7.5;10;75.0;Proximo a obsoleto;3
BIO_1033;320;1039000;10/05/2021;09/06/2021;595000;4.5;10;46.2;En uso normal;2
BIO_1034;323;943000;19/10/2019;27/11/2019;398000;6.1;10;58.1;Envejeciendo;2
BIO_1035;324;682000;16/03/2015;12/05/2015;34000;10.6;10;81.2;Proximo a obsoleto;1
BIO_1036;327;19027000;28/09/2019;20/11/2019;8037000;6.1;10;64.4;Envejeciendo;3
BIO_1037;325;20194000;17/01/2019;11/03/2019;7245000;6.8;10;69.4;Envejeciendo;3
BIO_1038;325;17484000;20/03/2017;03/05/2017;3233000;8.6;10;70.6;Envejeciendo;1
BIO_1039;326;29708000;13/11/2023;06/01/2024;24289000;1.9;10;39.4;En uso normal;4
BIO_1040;325;18999000;06/04/2014;22/05/2014;950000;11.6;10;81.2;Proximo a obsoleto;1
BIO_1041;328;169584000;24/12/2019;14/02/2020;91314000;5.8;12;61.5;Envejeciendo;4
BIO_1042;329;120875000;17/01/2016;11/03/2016;27575000;9.8;12;85.9;Proximo a obsoleto;4
BIO_1043;331;22889000;26/08/2013;30/09/2013;1144000;12.2;10;81.2;Proximo a obsoleto;1
BIO_1044;330;16700000;18/04/2014;25/05/2014;835000;11.6;10;75.0;Proximo a obsoleto;0
BIO_1045;332;13877000;19/02/2014;19/04/2014;694000;11.7;8;87.5;Proximo a obsoleto;2
BIO_1046;333;12001000;23/02/2019;05/04/2019;2495000;6.7;8;81.3;Proximo a obsoleto;3
BIO_1047;337;17889000;26/11/2021;15/01/2022;9562000;3.9;8;36.7;En uso normal;0
BIO_1048;336;12937000;05/06/2018;16/07/2018;1538000;7.4;8;88.3;Proximo a obsoleto;3
BIO_1049;335;15822000;03/01/2023;07/02/2023;10505000;2.8;8;45.3;En uso normal;3
BIO_1050;334;18470000;05/11/2020;16/12/2020;7503000;5.0;8;53.1;Envejeciendo;1
BIO_1051;344;12651000;11/01/2015;19/02/2015;633000;10.8;8;75.0;Proximo a obsoleto;0
BIO_1052;344;12961000;11/02/2014;18/03/2014;648000;11.8;8;100.0;Obsoleto;4
BIO_1053;345;15555000;19/12/2017;07/02/2018;1092000;7.8;8;79.7;Proximo a obsoleto;1
BIO_1054;349;17163000;14/01/2019;05/03/2019;3406000;6.8;8;82.0;Proximo a obsoleto;3
BIO_1055;339;11330000;14/06/2013;10/08/2013;566000;12.3;8;75.0;Proximo a obsoleto;0
BIO_1056;345;12602000;20/12/2015;08/02/2016;630000;9.8;8;81.2;Proximo a obsoleto;1
BIO_1057;344;15829000;08/01/2018;15/02/2018;1111000;7.8;8;98.4;Proximo a obsoleto;4
BIO_1058;344;18390000;06/03/2019;18/04/2019;3824000;6.7;8;81.3;Proximo a obsoleto;3
BIO_1059;345;22149000;19/04/2023;27/05/2023;15363000;2.6;8;30.5;En uso normal;1
BIO_1060;354;19940000;12/10/2019;02/12/2019;5733000;6.0;8;81.2;Proximo a obsoleto;4
BIO_1061;351;22780000;19/04/2015;19/05/2015;1139000;10.6;8;100.0;Obsoleto;4
BIO_1062;357;14424000;05/05/2019;13/06/2019;3290000;6.5;8;60.9;Envejeciendo;0
BIO_1063;354;16767000;07/06/2014;17/07/2014;838000;11.4;8;87.5;Proximo a obsoleto;2
BIO_1064;353;17689000;19/03/2019;26/04/2019;3678000;6.7;8;75.0;Proximo a obsoleto;2
BIO_1065;341;13707000;13/05/2016;28/06/2016;685000;9.5;8;81.2;Proximo a obsoleto;1
BIO_1066;354;22282000;24/01/2022;16/03/2022;12360000;3.8;8;47.7;En uso normal;2
BIO_1067;350;10625000;28/07/2013;16/09/2013;531000;12.2;8;93.8;Proximo a obsoleto;3
BIO_1068;354;21186000;27/10/2018;25/12/2018;3575000;7.0;8;84.4;Proximo a obsoleto;3
BIO_1069;344;18184000;16/09/2021;08/11/2021;9374000;4.1;8;38.3;En uso normal;0
BIO_1070;352;20351000;12/09/2020;04/11/2020;8074000;5.1;8;53.9;Envejeciendo;1
BIO_1071;351;34069000;03/09/2023;01/11/2023;25654000;2.1;8;32.0;En uso normal;2
BIO_1072;355;21333000;26/09/2019;22/11/2019;5931000;6.1;8;63.3;Envejeciendo;1
BIO_1073;355;20675000;04/08/2019;06/09/2019;5330000;6.2;8;77.3;Proximo a obsoleto;3
BIO_1074;354;17396000;20/10/2018;12/12/2018;2936000;7.0;8;90.6;Proximo a obsoleto;4
BIO_1075;349;19242000;12/07/2020;31/08/2020;7063000;5.3;8;50.0;Envejeciendo;0
BIO_1076;344;17118000;20/12/2020;26/01/2021;7117000;4.9;8;58.6;Envejeciendo;2
BIO_1077;347;15602000;07/06/2020;18/07/2020;5560000;5.4;8;63.3;Envejeciendo;2
BIO_1078;343;20499000;28/05/2023;24/07/2023;14608000;2.4;8;22.7;Vigente;0
BIO_1079;338;14072000;16/03/2014;12/05/2014;704000;11.6;8;100.0;Obsoleto;4
BIO_1080;338;22670000;05/08/2023;02/10/2023;16828000;2.2;8;26.6;En uso normal;1
BIO_1081;342;12946000;09/09/2015;05/11/2015;647000;10.1;8;93.8;Proximo a obsoleto;3
BIO_1082;338;16343000;11/09/2019;24/10/2019;4369000;6.2;8;57.8;Envejeciendo;0
BIO_1083;338;13753000;31/01/2016;07/03/2016;688000;9.8;8;87.5;Proximo a obsoleto;2
BIO_1084;341;24752000;07/04/2023;11/05/2023;17169000;2.6;8;36.7;En uso normal;2
BIO_1085;342;12947000;25/10/2014;09/12/2014;647000;11.0;8;87.5;Proximo a obsoleto;2
BIO_1086;338;18435000;12/01/2020;02/03/2020;5847000;5.8;8;53.9;Envejeciendo;0
BIO_1087;338;22975000;21/02/2023;31/03/2023;15472000;2.8;8;32.0;En uso normal;1
BIO_1088;354;17583000;21/07/2016;04/09/2016;879000;9.2;8;75.0;Proximo a obsoleto;0
BIO_1089;338;19609000;23/09/2022;12/11/2022;12437000;3.1;8;47.7;En uso normal;3
BIO_1090;354;24090000;16/08/2022;15/10/2022;15022000;3.2;8;48.4;En uso normal;3
BIO_1091;356;14403000;08/02/2013;11/03/2013;720000;12.8;8;100.0;Obsoleto;4
BIO_1092;345;18835000;15/05/2021;14/07/2021;8949000;4.4;8;41.4;En uso normal;0
BIO_1093;347;23809000;29/11/2024;04/01/2025;21208000;0.9;8;8.6;Vigente;0
BIO_1094;356;19466000;01/08/2018;07/09/2018;2707000;7.2;8;80.5;Proximo a obsoleto;2
BIO_1095;348;14098000;23/11/2015;26/12/2015;705000;10.0;8;93.7;Proximo a obsoleto;3
BIO_1096;348;16704000;13/11/2019;18/12/2019;4802000;6.0;8;56.3;Envejeciendo;0
BIO_1097;347;16919000;09/09/2019;08/11/2019;4703000;6.1;8;69.5;Envejeciendo;2
BIO_1098;347;18903000;02/09/2024;21/10/2024;16277000;1.2;8;35.9;En uso normal;4
BIO_1099;351;34627000;23/09/2022;20/11/2022;21962000;3.1;8;35.2;En uso normal;1
BIO_1100;344;21814000;30/12/2023;09/02/2024;17074000;1.8;8;23.4;Vigente;1
BIO_1101;349;21623000;18/01/2022;17/02/2022;11789000;3.8;8;42.2;En uso normal;1
BIO_1102;338;10231000;11/12/2015;16/01/2016;512000;9.9;8;75.0;Proximo a obsoleto;0
BIO_1103;338;16475000;16/10/2016;18/11/2016;824000;9.1;8;87.5;Proximo a obsoleto;2
BIO_1104;344;18680000;01/06/2021;29/07/2021;8875000;4.4;8;53.9;Envejeciendo;2
BIO_1105;338;13677000;03/02/2014;24/03/2014;684000;11.8;8;75.0;Proximo a obsoleto;0
BIO_1106;349;10866000;11/06/2013;12/07/2013;543000;12.4;8;75.0;Proximo a obsoleto;0
BIO_1107;349;21006000;19/12/2022;30/01/2023;13722000;2.9;8;27.4;En uso normal;0
BIO_1108;338;14524000;02/09/2018;17/10/2018;2158000;7.2;8;73.4;Envejeciendo;1
BIO_1109;351;18143000;18/03/2013;26/04/2013;907000;12.7;8;93.8;Proximo a obsoleto;3
BIO_1110;347;25945000;02/09/2024;10/10/2024;22340000;1.2;8;35.9;En uso normal;4
BIO_1111;347;19719000;25/05/2022;20/07/2022;11711000;3.4;8;32.0;En uso normal;0
BIO_1112;356;16560000;23/08/2015;01/10/2015;828000;10.2;8;75.0;Proximo a obsoleto;0
BIO_1113;348;24066000;01/03/2024;06/04/2024;19293000;1.7;8;40.6;En uso normal;4
BIO_1114;348;16490000;25/11/2018;20/01/2019;2939000;6.9;8;89.9;Proximo a obsoleto;4
BIO_1115;348;19118000;11/01/2021;04/03/2021;8334000;4.8;8;63.3;Envejeciendo;3
BIO_1116;348;14528000;06/08/2016;06/09/2016;726000;9.2;8;100.0;Obsoleto;4
BIO_1117;344;17840000;29/08/2017;20/10/2017;892000;8.2;8;93.8;Proximo a obsoleto;3
BIO_1118;344;15788000;06/04/2018;06/05/2018;1577000;7.6;8;71.1;Envejeciendo;0
BIO_1119;344;13531000;24/06/2015;19/08/2015;677000;10.3;8;100.0;Obsoleto;4
