ID;ID_ORIGINAL;ID_EQUIPO;EQUIPO;MARCA;MODELO;SERIE;ACTIVO_FIJO;AREA;UBICACION;REGISTRO_SANITARIO;CLASIFICACION_RIESGO;ESTADO;PROPIETARIO_EQUIPO;ENCARGADO_MTTO_MP;PERIODICIDAD_MP
1334;1335;453;Regulador de Vacio;Gentec;882VR-300-CH-T;61K230602850156;N.I;UCI 2;Oficina jefe/30;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1335;1336;453;Regulador de Vacio;Gentec;882VR-300-CH-T;61K230602850149;N.I;UCI 2;Oficina jefe /28;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1336;1337;453;Regulador de Vacio;Gentec;882VR-300-CH-T;61K201105300110;N.I;UCI 2;Oficina jefe/23;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1337;1338;453;Regulador de Vacio;Gentec;882VR-300-CH-T;61K230602850145;N.I;UCI 2;Oficina jefe/25;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1338;1339;453;Regulador de Vacio;Gentec;882VR-300-CH-T;61K230602850097;N.I;UCI 2;Oficina jefe/24;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1339;1340;453;Regulador de Vacio;Gentec;882VR-300-CH-T;61K230602850150;N.I;UCI 2;Oficina jefe/29;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1340;1341;453;Regulador de Vacio;Gentec;882VR-300-CH-T;61K230602850148;N.I;UCI 2;Oficina jefe/27;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1341;1342;453;Regulador de Vacio;Gentec;882VR-300-CH-T;61K230602850147;N.I;UCI 2;Oficina jefe/26;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1342;1343;453;Regulador de Vacio;Gentec;882VR-300-CH-T;617-190300200-033;N.I;UCI 1;Cubiculo 8;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1343;1344;436;Regulador de Vacio;Acare;VRA-301;300VRA-002014;N.I;UCIN;Cubiculo 20/6;INVIMA 2022DM-0024971;No especifica;BAJA;Cosmitet Ltda.;N/A;N/A
1344;1345;441;Regulador de Vacio;Chemetron;22-13-0200 0812;URG-RV001;N.A;Hospitalizacion;habitacion 408;INVIMA 2022DM-0024971;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1345;1346;471;Regulador de Vacio;Vacutron;22-13-0200 0812;URG-RV002;N.A;Urgencias;Reanimacion;INVIMA 2022DM-0024971;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1346;1347;436;Regulador de Vacio;Acare;VRA-301;300VRA-003073;N.I;UCIN;Cubiculo 26/7;INVIMA 2022DM-0024971;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1347;1348;451;Regulador de Vacio;Chemetron;222130200012;URG-RV003;N.I;Urgencias;Obs. camilla #3;INVIMA 2022DM-0024971;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1348;1349;460;Regulador de Vacio;Gentec;88VR-760-CH-C;61K211000880314;N.I;Unidad Renal;Sala de hemodialisis;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1349;1350;460;Regulador de Vacio;Gentec;88VR-760-CH-C;61K211000880284;N.I;Unidad Renal;Sala de hemodialisis;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1350;1351;460;Regulador de Vacio;Gentec;88VR-760-CH-C;61K211000880212;N.I;Unidad Renal;Sala de hemodialisis;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1351;1352;460;Regulador de Vacio;Gentec;88VR-760-CH-C;61K211000880285;N.I;Unidad Renal;Sala de hemodialisis;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1352;1353;437;Regulador de Vacio;Bourdon Haenni;n.i;Uci1-rv001;N.I;UCI 1;Cubiculo 02;INVIMA 2022DM-0024971;No especifica;BAJA;Cosmitet Ltda.;N/A;N/A
1353;1354;458;Regulador de Vacio;Gentec;882vr-300-ch-c;61k211000870421;N.I;UCI 1;Cubiculo 1- Bodega Uci /2;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1354;1355;443;Regulador de Vacio;Chemetron;22-13-1108;UCIN-VC03;N.A;UCI 1;Hospitalizacion (prestamo);INVIMA 2022DM-0024971;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1355;1356;441;Regulador de Vacio;Chemetron;22-13-0200 0812;PR003;N.I;UCI 1;Hospitalizacion (prestamo);INVIMA 2022DM-0024971;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1356;1357;455;Regulador de Vacio;Gentec;882VR-760-CH-C;61K191103120013;N.I;UCI 2;Cubiculo 8- Bodega Uci/20;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1357;1358;468;Regulador de Vacio;Precision Medical;PM3100;087803;N.I;UCI 1;Cubiculo 7- Bodega Uci;INVIMA 2009DM-0004934;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1358;1359;453;Regulador de Vacio;Gentec;882VR-300-CH-T;617-190300200-032;N.I;UCI 2;Cubiculo 5- Bodega Uci/21;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1359;1360;454;Regulador de Vacio;Gentec;882VR-760-00-A;61K201000480083;N.I;UCI 2;Cubiculo 5- Bodega Uci / 17;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1360;1361;469;Regulador de Vacio;Precision Medical;Pm3100;087795;N.I;UCI 1;Cubiculo 2- Bodega Uci;INVIMA 2009DM-0004934;No especifica;BAJA;Cosmitet Ltda.;N/A;N/A
1361;1362;452;Regulador de Vacio;Gentec;882VR-300-CH-C;61k211000870419;N.I;Urgencias;No especifica;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;ANUAL
1362;1363;452;Regulador de Vacio;Gentec;882VR-300-CH-C;61k211000870420;N.I;Urgencias;No especifica;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;ANUAL
1363;1364;452;Regulador de Vacio;Gentec;882VR-300-CH-C;61k211000870469;N.I;UCI 2;No especifica;INVIMA 2017DM-0016286;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;ANUAL
1364;1365;474;Resonador;Siemens;MAGNETOM LUMINA;196273;N3000;Imagenes Diagnosticas;Resonancia;INVIMA 2017DM-0016234;No especifica;DISPONIBLE;Cosmitet Ltda.;Siemens;TRIMESTRAL
1365;1366;475;Rinolaringoscopio;Machida;ENT-4L;87730n;N.I;Especialistas;Consultorio #5;INVIMA 2022DM-0024972;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;SEMESTRAL
1366;1367;477;Selladora;Terumo;T-SEAL II;201905150;N.I;Banco de Sangre;Separacion de Componentes;INVIMA 2022DM-0024973;No especifica;DISPONIBLE;Cosmitet Ltda.;Terumo;ANUAL
1367;1368;476;Selladora;Hawo;HD650 D;486242;N.I;Central de Esterilizacion;Area de empaque;INVIMA 2022DM-0024974;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1368;1369;478;Separador automatico de componentes;Terumo;ARCHIMEDE;SSA-UB0006;N.I;Banco de Sangre;Separacion de Componentes;INVIMA 2022DM-0024975;No especifica;DISPONIBLE;Terumo;Terumo;ANUAL
1369;1370;479;Shaver;Stryker;1168778;313400673;N.I;Cirugia;Cuarto de equipos;INVIMA 2023EBC-0008976-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1370;1371;479;Shaver;Stryker;1168778;20933;1077000001;Cirugia;Cuarto de equipos;INVIMA 2023EBC-0008976-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1371;1372;482;Sistema de Deteccion Microbiana;bioMerieux;BACT/ALERT 3D;804CR3028;N.I;Laboratorio;Microbiologia;INVIMA 2022DM-0024971;No especifica;DISPONIBLE;Biomerieux;Biomerieux;ANUAL
1372;1373;481;Sistema Vac;BIOART;TPN PRO;I041032Ae;N.A;Hospitalizacion;Habitacion 518;INVIMA 2016DM-0015604;No especifica;Mantenimiento;Bioart;Bioart;N/A
1373;1374;481;Sistema Vac;BIOART;TPN PRO;Io41026AE;N.A;Hospitalizacion;Habitacion #401;No especifica;No especifica;Mantenimiento;Bioart;Bioart;N/A
1374;1375;481;Sistema Vac;BIOART;TPN PRO;Io41014AE;N.A;Hospitalizacion;Habitacion #401;No especifica;No especifica;Mantenimiento;Bioart;Bioart;N/A
1375;1376;481;Sistema Vac;BIOART;TPN PRO;io40965ae;N.A;Hospitalizacion;habitacion 420;No especifica;No especifica;Mantenimiento;Bioart;BIOART;N/A
1376;1377;487;Succionador;Thomas;1130-067B;109700001672;AF30963;Cirugia;Carro de paro Recuperacion;INVIMA 2016DM-0015608;CLASE IIA;BAJA;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1377;1378;492;Succionador;Thomas;915CA18-911;3020002631;AF30519;Gastroscopia;Sala de procedimientos;INVIMA 2016DM-0015608;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1378;1379;483;Succionador;CA MI;New aspiret;166649;N8346;Imagenes Diagnosticas;Carro de paro;INVIMA 2014DM-0011987;CLASE IIA;DISPONIBLE;Tecnica electromedica;Cosmitet Ltda.;ANUAL
1379;1380;490;Succionador;Thomas;1630GL;51400011982;V115371;Oncologia;Sala de quimioterapia;INVIMA 2016DM-0015608;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1380;1381;489;Succionador;Thomas;1630 GL;31100011097;V108999;Urgencias;Reanimacion;INVIMA 2016DM-0015608;CLASE IIA;BAJA;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1381;1382;491;Succionador;Thomas;1630gl;61300011864;V114719;Rehabilitacion Cardiaca;carro de paro;INVIMA 2016DM-0015608;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1382;1383;484;Succionador;Schuco;s130;70100065850;1015000163;UCIN;CARRO DE PARO;2009DM-0004924;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
1383;1384;490;Succionador;Thomas;1630GL;501100011406;N.I;UCI 1;Carro de paro;INVIMA 2016DM-0015608;CLASE IIA;BAJA;Cosmitet Ltda.;N/A;ANUAL
1384;1385;488;Succionador;Thomas;1615;3160008006;N316;Unidad Renal;Sala de hemodialisis;INVIMA 2016DM-0015608;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1385;1386;486;Succionador;Smaf;SXT-5A;L17.22.119;N9319;Hospitalizacion;4 piso - carro de paro;INVIMA 2017DM-0001310-R1;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1386;1387;486;Succionador;Smaf;SXT-5A;L17.22.073;N9320;Hospitalizacion;4 piso bodega de equipos;INVIMA 2017DM-0001310-R1;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1387;1388;486;Succionador;Smaf;SXT-5A;L17.22.132;N9321;Hospitalizacion;5 piso norte - carro de paro;INVIMA 2017DM-0001310-R1;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1388;1389;486;Succionador;Smaf;SXT-5A;L17.22.076;N9322;Hospitalizacion;8 piso - carro de paro;INVIMA 2017DM-0001310-R1;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1389;1390;486;Succionador;Smaf;SXT-5A;L17.22.077;N9323;UCI 2;Deposito de equipos;INVIMA 2017DM-0001310-R1;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
1390;1391;485;Succionador;Schuco;s130a;SU15D00292;V116964;Cirugia;Carro de paro salas cirugia;2009DM-0004924;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1391;1392;490;Succionador;Thomas;1630GL;020500000211;AF31422;UCI 1;Coordinacion uci;INVIMA 2016DM-0015608;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1392;1393;490;Succionador;Thomas;1630GL;010900002097;V108073;Urgencias;reanimacion;INVIMA 2016DM-0015608;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1393;1394;493;Tallimetro;Seca;206;tad-004;n.i.;Especialistas;Consultorio #3;CERTIFICACION No. 2019002604;No especifica;Mantenimiento;No especifica;No especifica;No especifica
1394;1395;493;Tallimetro;Seca;206;tad-007;n.i.;Especialistas;Consultorio #8;CERTIFICACION No. 2019002604;No especifica;Mantenimiento;No especifica;No especifica;No especifica
1395;1396;493;Tallimetro;Seca;206;n.i.;No especifica;Especialistas;Consultorio #2;CERTIFICACION No. 2019002604;No especifica;Mantenimiento;No especifica;No especifica;No especifica
1396;1397;493;Tallimetro;Seca;206;TAD-008;n.i.;Especialistas;consultorio #1;CERTIFICACION No. 2019002604;No especifica;DISPONIBLE;Cosmitet Ltda.;No especifica;No especifica
1397;1398;493;Tallimetro;Seca;206;n.i.;No especifica;Especialistas;Consutorio #4;CERTIFICACION No. 2019002604;No especifica;Mantenimiento;No especifica;No especifica;No especifica
1398;1399;494;Tens;Intelect;2124799;S326828;AF 31357;UCI 1;CUARTO DE EQUIPOS FT;INVIMA 2015DM-0012950;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;ANUAL
1399;1400;516;Tensiometro;Welch Allyn;SHOCK RESISTANT;100922132333;V111607;Banco de Sangre;VALORACION ENTREVISTA;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1400;1401;502;Tensiometro;Riester;Big ben / Pared;210944042;N4427;Especialistas;Consultorio #11;INVIMA 2017DM-0001457-R1;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
1401;1402;502;Tensiometro;Riester;Big ben / Pared;2109044045;N4424;Especialistas;Consultorio #12;INVIMA 2017DM-0001457-R1;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;sukhi;ANUAL
1402;1403;502;Tensiometro;Riester;Big ben / Pared;210944081;N4422;Especialistas;Consultorio #3;INVIMA 2017DM-0001457-R1;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;sukhi;ANUAL
1403;1404;500;Tensiometro;Hillrom;Shock resistant;014023;V109101;Especialistas;Consultorio #8;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1404;1405;519;Tensiometro;Welch Allyn;Shock resistant;070413143162;N.I;Especialistas;Consultorio #13;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;sukhi;ANUAL
1405;1406;495;Tensiometro;ADC;Manual;6184173;N.A.;Especialistas;consultorio #1;INVIMA 2024DM-0029069;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1406;1407;497;Tensiometro;ALPK2;1969;329002;V107193;Especialistas;Consultorio #6;INVIMA 2018DM-0018548;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1407;1408;519;Tensiometro;Welch Allyn;Shock resistant;14080612348;N.I;Especialistas;Consultorio #5;INVIMA2018DM-0018127;CLASE IIA;Mantenimiento;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1408;1409;502;Tensiometro;Riester;Big ben / Pared;210944089;N4425;Especialistas;Consultorio #2;INVIMA 2017DM-0001457-R1;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;sukhi;ANUAL
1409;1410;502;Tensiometro;Riester;Big ben / Pared;210944052;N4423;Especialistas;Consultorio #4;INVIMA 2017DM-0001457-R1;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;sukhi;ANUAL
1410;1411;502;Tensiometro;Riester;Big ben / Pared;210944070;N4426;Especialistas;Consultorio #9;INVIMA 2017DM-0001457-R1;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1411;1412;510;Tensiometro;Welch Allyn;DS-44;100722150943;N.I;Especialistas;Consultorio #5;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1412;1413;517;Tensiometro;Welch Allyn;Shock Resistant;160818064929;N.I;Hospitalizacion;estacion de enfermeria #8;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1413;1414;517;Tensiometro;Welch Allyn;Shock Resistant;211123133228;N7371;Hospitalizacion;estacion de enfermeria #8;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1414;1415;521;Tensiometro;Welch Allyn;tycos;180729003209;N.I;Hospitalizacion;Bodega hospitalizacion;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;sukhi;ANUAL
1415;1416;521;Tensiometro;Welch Allyn;tycos;160222210517;N.I;Hospitalizacion;Estacion de enfermeria#6;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1416;1417;521;Tensiometro;Welch Allyn;tycos;121120223334;N.I;Hospitalizacion;Bodega enfermeria;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1417;1418;519;Tensiometro;Welch Allyn;Shock resistant;211123144949;N7368;Hospitalizacion;Estacion de enfermeria 5 piso norte;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1418;1419;519;Tensiometro;Welch Allyn;Shock resistant;160519201118;N.I;Hospitalizacion;estacion de enfermeria #5 sur;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1419;1420;519;Tensiometro;Welch Allyn;Shock resistant;2110111511228;N7034;Hospitalizacion;estacion de enfermeria #5;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1420;1421;501;Tensiometro;Lord;n.i;1108399;N.I;Hospitalizacion;estacion de enfermeria #5 sur;INVIMA 2009DM-0004179;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1421;1422;501;Tensiometro;Lord;n.i;1131595;N.I;Hospitalizacion;bodega hospitalizacion;INVIMA 2009DM-0004179;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1422;1423;519;Tensiometro;Welch Allyn;Shock resistant;211011164448;n7035;Hospitalizacion;estacion de enfermeria 5 PISO norte;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1423;1424;519;Tensiometro;Welch Allyn;Shock resistant;211016133927;N7372;Hospitalizacion;estacion de enfermeria #4;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1424;1425;519;Tensiometro;Welch Allyn;Shock resistant;160523140728;N312;Hospitalizacion;estacion de enfermeria #4;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Sukhi;ANUAL
1425;1426;519;Tensiometro;Welch Allyn;Shock resistant;210122101357;N.I;Hospitalizacion;estacion de enfermeria#4;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1426;1427;519;Tensiometro;Welch Allyn;Shock resistant;160818065619;N.I;Hospitalizacion;estacion de enfermeria#4;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1427;1428;519;Tensiometro;Welch Allyn;Shock resistant;211123145428;N7367;Hospitalizacion;estacion de enfermeria #4;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1428;1429;520;Tensiometro;Welch Allyn;shock resistant;211123144607;N7369;Hospitalizacion;bodega hospitalizacion;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1429;1430;522;Tensiometro;taiyu;n.i;AD0338-19;N.I;Hospitalizacion;bodega hospitalizacion;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1430;1431;520;Tensiometro;Welch Allyn;shock resistant;211123144529;N7370;Hospitalizacion;bodega hospitalizacion;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1431;1432;520;Tensiometro;Welch Allyn;shock resistant;200311064227;N.I;Hospitalizacion;bodega hospitalizacion;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1432;1433;498;Tensiometro;GMD;GMD20;1874145;n.i.;Hospitalizacion;bodega hospitalizacion;INVIMA 2020DM-0021211;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1433;1434;511;Tensiometro;Welch Allyn;DS44;181025201717;N.I;Partos;Observacion Partos;INVIMA2018DM-0018127;CLASE IIA;Mantenimiento;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1434;1435;511;Tensiometro;Welch Allyn;DS44;181025235118;N.I;Stock;Biomedico;INVIMA2018DM-0018127;CLASE IIA;FUERA DE SERVICIO;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1435;1436;499;Tensiometro;GMD;gmd-bpm-1490-c;ba2778171203857d;N1831;Rehabilitacion Cardiaca;Rehabilitacion cardiaca;INVIMA 2020DM-0021211;CLASE IIA;BAJA;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1436;1437;520;Tensiometro;Welch Allyn;shock resistant;190624162217;N.I;Rehabilitacion Cardiaca;Rehabilitacion cardiaca;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1437;1438;512;Tensiometro;Welch Allyn;Ds44;190624144439;N2550;Urgencias;Oficina jefe;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1438;1439;507;Tensiometro;Welch Allyn;7670-10-01 00:00:00;200303093515;N7358;Hospitalizacion;Carro de paro 5 piso norte;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1439;1440;515;Tensiometro;Welch Allyn;Pared;140409025315;V114412;Urgencias;Triagge 1;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1440;1441;512;Tensiometro;Welch Allyn;Ds44;190626072637;N2550;Urgencias;Oficina jefe;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1441;1442;496;Tensiometro;ADC;Pared;020421;AF30824;Urgencias;Sala de procedimientos;INVIMA 2024DM-0029069;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;sukhi;ANUAL
1442;1443;496;Tensiometro;ADC;Pared;021659;AF30808;Urgencias;Consultorio #3;INVIMA 2024DM-0029069;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;sukhi;ANUAL
1443;1444;496;Tensiometro;ADC;Pared;020712;AF30728;Urgencias;Consultorio #4;INVIMA 2024DM-0029069;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1444;1445;505;Tensiometro;Tenso Med;Pared;Urg-TN008;N1742;Urgencias;Consultorio #1;INVIMA 2017DM-0016250;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;sukhi;ANUAL
1445;1446;505;Tensiometro;Tenso Med;Pared;Urg-TN007;N1741;Urgencias;Triagge 2;INVIMA 2017DM-0016250;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;sukhi;ANUAL
1446;1447;518;Tensiometro;Welch Allyn;Shock Resistant DS44;120703105714;N.I;Urgencias;Observacion;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1447;1448;505;Tensiometro;Tenso Med;Pared;Urg-TN002;N1740;Urgencias;Oficina jefe;INVIMA 2017DM-0016250;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;sukhi;ANUAL
1448;1449;527;Tensiometro Digital;Omron;Hem-7114;20140431376LF;V115256;Hospitalizacion;estacion de enfermeria;INVIMA 2024DM-0011412-R1;CLASE IIA;BAJA;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1449;1450;526;Tensiometro Digital;Omron;HEM-7113;20110900943LF;V111605;Banco de Sangre;Carro Campana;INVIMA 2024DM-0011412-R1;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1450;1451;526;Tensiometro Digital;Omron;HEM-7113;20110900941LF;V112334;Banco de Sangre;Carro Campana;INVIMA 2024DM-0011412-R1;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1451;1452;525;Tensiometro Digital;Lord;LD-578;1557801821;N.I;Banco de Sangre;banco de sangre;INVIMA 2009DM-0004953;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1452;1453;527;Tensiometro Digital;Omron;Hem-7114;20140431372LF;V115258;Hospitalizacion;estacion de enfermeria #5 sur;INVIMA 2024DM-0011412-R1;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1453;1454;524;Tensiometro Digital;HomeLife;BP-1305;180926710322;N.I;Terapia Respiratoria;Especialistas consultorio 3;INVIMA 2017DM-0016556;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1454;1455;528;Tensiometro Pediatrico;Welch Allyn;DS44;110228115701;N.I;Especialistas;Consultorio #3;INVIMA2018DM-0018127;No especifica;DISPONIBLE;Cosmitet Ltda.;sukhi;ANUAL
1455;1456;529;Tensiometro Pediatrico;Welch Allyn;SUPER SHOCK RESISTANT;140815171348;N.I;Urgencias;Consultorio #3;INVIMA2018DM-0018127;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1456;1457;540;Termohigrometro;KTJ;TA218B;N.I.;N.I.;Especialistas;Almacenamiento;N.A;No especifica;DISPONIBLE;No especifica;No especifica;No especifica
